"","OTU","Sample","Abundance","X.Sample","MeatType","Packaging","SampleOrder","combine","Domain","Phylum","Class","Order","Family","Genus"
"140","Otu0013","BRMA3",1.244853897,"BRMA3","Breast","Modified atmosphere",33,"BRMA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"141","Otu0013","BRRG8",1.23211448,"BRRG8","Breast","Regular aerobic",18,"BRRG","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"142","Otu0002","WHRG7",1.220743944,"WHRG7","Whole chicken","Regular aerobic",27,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"143","Otu0002","WHRG8",1.156981045,"WHRG8","Whole chicken","Regular aerobic",28,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"144","Otu0005","BRMA1",1.150686601,"BRMA1","Breast","Modified atmosphere",31,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"145","Otu0013","WHRG5",1.116172582,"WHRG5","Whole chicken","Regular aerobic",25,"WHRG","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"146","Otu0002","WHRG3",1.067244781,"WHRG3","Whole chicken","Regular aerobic",23,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"147","Otu0005","BRRG10",1.062495172,"BRRG10","Breast","Regular aerobic",20,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"148","Otu0002","WHRG9",0.864873475,"WHRG9","Whole chicken","Regular aerobic",29,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"149","Otu0013","WHRG4",0.833533582,"WHRG4","Whole chicken","Regular aerobic",24,"WHRG","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"150","Otu0013","BRMA6",0.798018149,"BRMA6","Breast","Modified atmosphere",36,"BRMA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"151","Otu0013","BRMA5",0.784198779,"BRMA5","Breast","Modified atmosphere",35,"BRMA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"152","Otu0005","BRRG1",0.756103315,"BRRG1","Breast","Regular aerobic",11,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"153","Otu0002","BRMA8",0.730619026,"BRMA8","Breast","Modified atmosphere",38,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"154","Otu0002","BRMA10",0.696054601,"BRMA10","Breast","Modified atmosphere",40,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"155","Otu0002","BRMA9",0.69117886,"BRMA9","Breast","Modified atmosphere",39,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"156","Otu0005","BRVA3",0.684890706,"BRVA3","Breast","Vacuum",3,"BRVA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"157","Otu0005","BRVA4",0.655284395,"BRVA4","Breast","Vacuum",4,"BRVA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"158","Otu0002","WHRG10",0.582044957,"WHRG10","Whole chicken","Regular aerobic",30,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"159","Otu0005","BRVA1",0.554291147,"BRVA1","Breast","Vacuum",1,"BRVA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"160","Otu0005","BRVA8",0.548682885,"BRVA8","Breast","Vacuum",8,"BRVA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"161","Otu0002","BRRG7",0,"BRRG7","Breast","Regular aerobic",17,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"162","Otu0002","BRRG2",0,"BRRG2","Breast","Regular aerobic",12,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"163","Otu0002","BRRG8",0,"BRRG8","Breast","Regular aerobic",18,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"164","Otu0002","BRRG3",0,"BRRG3","Breast","Regular aerobic",13,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"165","Otu0002","BRRG9",0,"BRRG9","Breast","Regular aerobic",19,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"166","Otu0002","BRRG4",0,"BRRG4","Breast","Regular aerobic",14,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"167","Otu0002","BRRG5",0,"BRRG5","Breast","Regular aerobic",15,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"168","Otu0002","BRRG1",0,"BRRG1","Breast","Regular aerobic",11,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"169","Otu0002","BRRG6",0,"BRRG6","Breast","Regular aerobic",16,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"170","Otu0002","BRRG10",0,"BRRG10","Breast","Regular aerobic",20,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"171","Otu0003","BRVA8",0,"BRVA8","Breast","Vacuum",8,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"172","Otu0003","WHRG4",0,"WHRG4","Whole chicken","Regular aerobic",24,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"173","Otu0003","BRMA1",0,"BRMA1","Breast","Modified atmosphere",31,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"174","Otu0003","BRVA3",0,"BRVA3","Breast","Vacuum",3,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"175","Otu0003","BRMA6",0,"BRMA6","Breast","Modified atmosphere",36,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"176","Otu0003","BRVA9",0,"BRVA9","Breast","Vacuum",9,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"177","Otu0003","WHRG5",0,"WHRG5","Whole chicken","Regular aerobic",25,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"178","Otu0003","BRMA10",0,"BRMA10","Breast","Modified atmosphere",40,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"179","Otu0003","BRVA4",0,"BRVA4","Breast","Vacuum",4,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"180","Otu0003","BRMA7",0,"BRMA7","Breast","Modified atmosphere",37,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"181","Otu0003","WHRG1",0,"WHRG1","Whole chicken","Regular aerobic",21,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"182","Otu0003","WHRG6",0,"WHRG6","Whole chicken","Regular aerobic",26,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"183","Otu0003","BRMA2",0,"BRMA2","Breast","Modified atmosphere",32,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"184","Otu0003","BRVA5",0,"BRVA5","Breast","Vacuum",5,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"185","Otu0003","BRMA8",0,"BRMA8","Breast","Modified atmosphere",38,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"186","Otu0003","WHRG10",0,"WHRG10","Whole chicken","Regular aerobic",30,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"187","Otu0003","WHRG7",0,"WHRG7","Whole chicken","Regular aerobic",27,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"188","Otu0003","BRVA1",0,"BRVA1","Breast","Vacuum",1,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"189","Otu0003","BRMA3",0,"BRMA3","Breast","Modified atmosphere",33,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"190","Otu0003","BRVA6",0,"BRVA6","Breast","Vacuum",6,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"191","Otu0003","BRMA9",0,"BRMA9","Breast","Modified atmosphere",39,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"192","Otu0003","WHRG2",0,"WHRG2","Whole chicken","Regular aerobic",22,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"193","Otu0003","WHRG8",0,"WHRG8","Whole chicken","Regular aerobic",28,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"194","Otu0003","BRVA10",0,"BRVA10","Breast","Vacuum",10,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"195","Otu0003","BRMA4",0,"BRMA4","Breast","Modified atmosphere",34,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"196","Otu0003","BRVA7",0,"BRVA7","Breast","Vacuum",7,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"197","Otu0003","WHRG3",0,"WHRG3","Whole chicken","Regular aerobic",23,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"198","Otu0003","WHRG9",0,"WHRG9","Whole chicken","Regular aerobic",29,"WHRG","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"199","Otu0003","BRVA2",0,"BRVA2","Breast","Vacuum",2,"BRVA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"200","Otu0003","BRMA5",0,"BRMA5","Breast","Modified atmosphere",35,"BRMA","Bacteria","Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"201","Otu0005","WHRG4",0,"WHRG4","Whole chicken","Regular aerobic",24,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"202","Otu0005","WHRG5",0,"WHRG5","Whole chicken","Regular aerobic",25,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"203","Otu0005","WHRG1",0,"WHRG1","Whole chicken","Regular aerobic",21,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"204","Otu0005","WHRG6",0,"WHRG6","Whole chicken","Regular aerobic",26,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"205","Otu0005","WHRG10",0,"WHRG10","Whole chicken","Regular aerobic",30,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"206","Otu0005","WHRG7",0,"WHRG7","Whole chicken","Regular aerobic",27,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"207","Otu0005","WHRG2",0,"WHRG2","Whole chicken","Regular aerobic",22,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"208","Otu0005","WHRG8",0,"WHRG8","Whole chicken","Regular aerobic",28,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"209","Otu0005","WHRG3",0,"WHRG3","Whole chicken","Regular aerobic",23,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"210","Otu0005","WHRG9",0,"WHRG9","Whole chicken","Regular aerobic",29,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Listeriaceae","Brochothrix"
"211","Otu0008","BRMA5",0,"BRMA5","Breast","Modified atmosphere",35,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"212","Otu0008","BRRG10",0,"BRRG10","Breast","Regular aerobic",20,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"213","Otu0008","WHRG4",0,"WHRG4","Whole chicken","Regular aerobic",24,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"214","Otu0008","BRRG7",0,"BRRG7","Breast","Regular aerobic",17,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"215","Otu0008","BRMA1",0,"BRMA1","Breast","Modified atmosphere",31,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"216","Otu0008","BRMA6",0,"BRMA6","Breast","Modified atmosphere",36,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"217","Otu0008","BRRG2",0,"BRRG2","Breast","Regular aerobic",12,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"218","Otu0008","WHRG5",0,"WHRG5","Whole chicken","Regular aerobic",25,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"219","Otu0008","BRRG8",0,"BRRG8","Breast","Regular aerobic",18,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"220","Otu0008","BRMA10",0,"BRMA10","Breast","Modified atmosphere",40,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"221","Otu0008","BRMA7",0,"BRMA7","Breast","Modified atmosphere",37,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"222","Otu0008","WHRG1",0,"WHRG1","Whole chicken","Regular aerobic",21,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"223","Otu0008","BRRG3",0,"BRRG3","Breast","Regular aerobic",13,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"224","Otu0008","WHRG6",0,"WHRG6","Whole chicken","Regular aerobic",26,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"225","Otu0008","BRRG9",0,"BRRG9","Breast","Regular aerobic",19,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"226","Otu0008","BRMA2",0,"BRMA2","Breast","Modified atmosphere",32,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"227","Otu0008","BRMA8",0,"BRMA8","Breast","Modified atmosphere",38,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"228","Otu0008","WHRG10",0,"WHRG10","Whole chicken","Regular aerobic",30,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"229","Otu0008","BRRG4",0,"BRRG4","Breast","Regular aerobic",14,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"230","Otu0008","WHRG7",0,"WHRG7","Whole chicken","Regular aerobic",27,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"231","Otu0008","BRMA3",0,"BRMA3","Breast","Modified atmosphere",33,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"232","Otu0008","BRMA9",0,"BRMA9","Breast","Modified atmosphere",39,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"233","Otu0008","WHRG2",0,"WHRG2","Whole chicken","Regular aerobic",22,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"234","Otu0008","BRRG5",0,"BRRG5","Breast","Regular aerobic",15,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"235","Otu0008","WHRG8",0,"WHRG8","Whole chicken","Regular aerobic",28,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"236","Otu0008","BRMA4",0,"BRMA4","Breast","Modified atmosphere",34,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"237","Otu0008","BRRG1",0,"BRRG1","Breast","Regular aerobic",11,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"238","Otu0008","WHRG3",0,"WHRG3","Whole chicken","Regular aerobic",23,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"239","Otu0008","BRRG6",0,"BRRG6","Breast","Regular aerobic",16,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"240","Otu0008","WHRG9",0,"WHRG9","Whole chicken","Regular aerobic",29,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"241","Otu0009","BRMA5",0,"BRMA5","Breast","Modified atmosphere",35,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"242","Otu0009","BRRG10",0,"BRRG10","Breast","Regular aerobic",20,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"243","Otu0009","WHRG4",0,"WHRG4","Whole chicken","Regular aerobic",24,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"244","Otu0009","BRRG7",0,"BRRG7","Breast","Regular aerobic",17,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"245","Otu0009","BRMA1",0,"BRMA1","Breast","Modified atmosphere",31,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"246","Otu0009","BRMA6",0,"BRMA6","Breast","Modified atmosphere",36,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"247","Otu0009","BRRG2",0,"BRRG2","Breast","Regular aerobic",12,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"248","Otu0009","WHRG5",0,"WHRG5","Whole chicken","Regular aerobic",25,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"249","Otu0009","BRRG8",0,"BRRG8","Breast","Regular aerobic",18,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"250","Otu0009","BRMA10",0,"BRMA10","Breast","Modified atmosphere",40,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"251","Otu0009","BRMA7",0,"BRMA7","Breast","Modified atmosphere",37,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"252","Otu0009","WHRG1",0,"WHRG1","Whole chicken","Regular aerobic",21,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"253","Otu0009","BRRG3",0,"BRRG3","Breast","Regular aerobic",13,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"254","Otu0009","WHRG6",0,"WHRG6","Whole chicken","Regular aerobic",26,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"255","Otu0009","BRRG9",0,"BRRG9","Breast","Regular aerobic",19,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"256","Otu0009","BRMA2",0,"BRMA2","Breast","Modified atmosphere",32,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"257","Otu0009","BRMA8",0,"BRMA8","Breast","Modified atmosphere",38,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"258","Otu0009","WHRG10",0,"WHRG10","Whole chicken","Regular aerobic",30,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"259","Otu0009","BRRG4",0,"BRRG4","Breast","Regular aerobic",14,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"260","Otu0009","WHRG7",0,"WHRG7","Whole chicken","Regular aerobic",27,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"261","Otu0009","BRMA3",0,"BRMA3","Breast","Modified atmosphere",33,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"262","Otu0009","BRMA9",0,"BRMA9","Breast","Modified atmosphere",39,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"263","Otu0009","WHRG2",0,"WHRG2","Whole chicken","Regular aerobic",22,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"264","Otu0009","BRRG5",0,"BRRG5","Breast","Regular aerobic",15,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"265","Otu0009","WHRG8",0,"WHRG8","Whole chicken","Regular aerobic",28,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"266","Otu0009","BRMA4",0,"BRMA4","Breast","Modified atmosphere",34,"BRMA","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"267","Otu0009","BRRG1",0,"BRRG1","Breast","Regular aerobic",11,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"268","Otu0009","WHRG3",0,"WHRG3","Whole chicken","Regular aerobic",23,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"269","Otu0009","BRRG6",0,"BRRG6","Breast","Regular aerobic",16,"BRRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"270","Otu0009","WHRG9",0,"WHRG9","Whole chicken","Regular aerobic",29,"WHRG","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc"
"271","Otu0013","BRVA3",0,"BRVA3","Breast","Vacuum",3,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"272","Otu0013","BRVA9",0,"BRVA9","Breast","Vacuum",9,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"273","Otu0013","BRVA4",0,"BRVA4","Breast","Vacuum",4,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"274","Otu0013","BRVA5",0,"BRVA5","Breast","Vacuum",5,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"275","Otu0013","BRVA1",0,"BRVA1","Breast","Vacuum",1,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"276","Otu0013","BRVA6",0,"BRVA6","Breast","Vacuum",6,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"277","Otu0013","BRVA10",0,"BRVA10","Breast","Vacuum",10,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"278","Otu0013","BRVA7",0,"BRVA7","Breast","Vacuum",7,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"279","Otu0013","BRVA2",0,"BRVA2","Breast","Vacuum",2,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"280","Otu0013","BRVA8",0,"BRVA8","Breast","Vacuum",8,"BRVA","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
